Model,topics,Coherence_CV,Coherence_NPMI,Components
LDA,5,0.2224171899548364,-0.08974857376986704,NA
BTM,5,0.3757168285376632,0.10723389644054618,NA
LDA,9,0.3067994006844505,-0.1336361200421473,NA
BTM,9,0.4794707561935,0.14771913134048534,NA
LDA,10,0.3378062584495053,-0.14914148796623572,NA
BTM,10,0.4515842003382982,0.11959788877719732,NA
LDA,15,0.46649009416555853,-0.27850208863076364,NA
BTM,15,0.4382210025794913,0.09991915217690188,NA
